## Mon Jan 17 15:31:48 2022
## emapper-2.1.6
## /opt/software/eggnog-mapper/2.1.6-foss-2020b/bin/emapper.py -i oyster_mollicutes_mag.faa --output oyster_mollicutes_mag.faa_annotated.tsv --data_dir /data2/shared/eggnog/ -m diamond --cpu 20
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
k141_45383_19	267748.MMOB2770	8.62e-37	135.0	COG0775@1|root,COG0775@2|Bacteria,3WTSR@544448|Tenericutes	544448|Tenericutes	F	S-adenosylhomocysteine nucleosidase	pfs	-	3.2.2.9	ko:K01243	ko00270,ko01100,ko01230,map00270,map01100,map01230	M00034,M00609	R00194,R01401	RC00063,RC00318	ko00000,ko00001,ko00002,ko01000	-	-	-	PNP_UDP_1
k141_45383_20	1118964.MOS_236	2.79e-161	467.0	COG0536@1|root,COG0536@2|Bacteria,3WSWY@544448|Tenericutes	544448|Tenericutes	S	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control	obg	-	-	ko:K03979	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	DUF1967,GTP1_OBG,MMR_HSR1
k141_45383_21	267748.MMOB4210	1.3e-108	328.0	COG1215@1|root,COG1215@2|Bacteria	2|Bacteria	M	transferase activity, transferring glycosyl groups	-	-	-	ko:K19354	-	-	-	-	ko00000,ko01000,ko01003,ko01005	-	GT2	-	Glycos_transf_2
k141_45383_22	267748.MMOB4200	1.57e-135	400.0	COG0562@1|root,COG0562@2|Bacteria,3WSYC@544448|Tenericutes	544448|Tenericutes	M	UDP-galactopyranose mutase	glf	-	5.4.99.9	ko:K01854	ko00052,ko00520,map00052,map00520	-	R00505,R09009	RC00317,RC02396	ko00000,ko00001,ko01000	-	-	-	GLF,NAD_binding_8
k141_45383_23	1246955.MCYN_0398	1.87e-42	140.0	COG0211@1|root,COG0211@2|Bacteria,3WTPV@544448|Tenericutes	544448|Tenericutes	J	Belongs to the bacterial ribosomal protein bL27 family	rpmA	-	-	ko:K02899	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L27
k141_45383_24	496833.MBIO_0877	3.08e-40	138.0	COG0261@1|root,COG0261@2|Bacteria,3WTV6@544448|Tenericutes	544448|Tenericutes	J	This protein binds to 23S rRNA in the presence of protein L20	rplU	-	-	ko:K02888	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L21p
k141_45383_26	1276227.SCHRY_v1c04280	4.3e-62	198.0	COG2179@1|root,COG2179@2|Bacteria,3WTSZ@544448|Tenericutes	544448|Tenericutes	S	Mitochondrial PGP phosphatase	yqeG	-	-	ko:K07015	-	-	-	-	ko00000	-	-	-	Hydrolase_like,PGP_phosphatase
k141_45383_27	267748.MMOB5390	2.83e-294	822.0	COG0495@1|root,COG0495@2|Bacteria,3WSW3@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class-I aminoacyl-tRNA synthetase family	leuS	-	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2,tRNA-synt_1g
k141_45383_28	880447.MSB_A0787	1.52e-118	368.0	COG1109@1|root,COG1109@2|Bacteria,3WSZI@544448|Tenericutes	544448|Tenericutes	G	phosphomannomutase	manB	-	5.4.2.2,5.4.2.8	ko:K01835,ko:K01840	ko00010,ko00030,ko00051,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130	M00114,M00549	R00959,R01057,R01818,R08639	RC00408	ko00000,ko00001,ko00002,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
k141_45383_29	2113.MCFN_00100	2.21e-254	738.0	COG0188@1|root,COG0188@2|Bacteria,3WSYP@544448|Tenericutes	544448|Tenericutes	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	parC	-	-	ko:K02621	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseA_C,DNA_topoisoIV
k141_45383_30	1037410.MCSF7_00030	2.5e-300	838.0	COG0187@1|root,COG0187@2|Bacteria,3WSVJ@544448|Tenericutes	544448|Tenericutes	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	parE	-	-	ko:K02622	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
k141_45383_31	512564.MCRO_0654	2.2e-64	207.0	COG1482@1|root,COG1482@2|Bacteria,3WT9H@544448|Tenericutes	544448|Tenericutes	G	isomerase	manA	-	5.3.1.8	ko:K01809	ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130	M00114	R01819	RC00376	ko00000,ko00001,ko00002,ko01000	-	-	-	PMI_typeI
k141_45383_32	756499.Desde_4205	1.26e-07	61.2	COG0697@1|root,COG0697@2|Bacteria,1UYTR@1239|Firmicutes,249JF@186801|Clostridia,263HV@186807|Peptococcaceae	186801|Clostridia	EG	PFAM EamA-like transporter family	-	-	-	-	-	-	-	-	-	-	-	-	EamA
k141_45383_33	743966.MYB_01990	1.63e-85	261.0	COG0171@1|root,COG0171@2|Bacteria,3WT62@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source	nadE	-	6.3.1.5	ko:K01916	ko00760,ko01100,map00760,map01100	M00115	R00189	RC00100	ko00000,ko00001,ko00002,ko01000	-	-	-	NAD_synthase
k141_45383_34	1034808.GIG_01528	1.59e-93	290.0	COG1057@1|root,COG1713@1|root,COG1057@2|Bacteria,COG1713@2|Bacteria,3WT5V@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)	nadD	-	2.7.7.18	ko:K00969	ko00760,ko01100,map00760,map01100	M00115	R00137,R03005	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like,HD
k141_48775_1	865861.AZSU01000001_gene144	1.29e-08	62.0	2DMMK@1|root,32SFZ@2|Bacteria,1VARW@1239|Firmicutes,24NN3@186801|Clostridia,36KHW@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k141_48775_4	565575.UUR10_0075	2.56e-63	207.0	COG1120@1|root,COG1120@2|Bacteria,3WU24@544448|Tenericutes	544448|Tenericutes	HP	ATPases associated with a variety of cellular activities	fecE	-	3.6.3.34	ko:K02013	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14	-	-	ABC_tran
k141_48775_5	859194.MHF_1221	2.38e-07	60.1	COG0609@1|root,COG0609@2|Bacteria	2|Bacteria	P	iron ion homeostasis	fhuG	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
k141_48775_6	1340434.AXVA01000003_gene2260	2.66e-17	89.4	COG0609@1|root,COG0609@2|Bacteria,1TPX6@1239|Firmicutes,4HAUK@91061|Bacilli,1ZD7V@1386|Bacillus	91061|Bacilli	P	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	btuC	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	iYO844.BSU33170	FecCD
k141_48775_8	1480694.DC28_06315	7e-36	140.0	COG0446@1|root,COG0607@1|root,COG0446@2|Bacteria,COG0607@2|Bacteria,2J5NQ@203691|Spirochaetes	203691|Spirochaetes	C	pyridine nucleotide-disulphide oxidoreductase dimerisation	-	-	-	-	-	-	-	-	-	-	-	-	Pyr_redox_2,Pyr_redox_dim,Rhodanese
k141_72425_2	1117644.MCANPG14_01606	4.69e-99	298.0	COG0648@1|root,COG0648@2|Bacteria,3WSYK@544448|Tenericutes	544448|Tenericutes	L	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	nfo	-	3.1.21.2	ko:K01151	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AP_endonuc_2
k141_72425_3	1188234.MALK_0270	5.19e-22	85.9	COG0267@1|root,COG0267@2|Bacteria,3WTX8@544448|Tenericutes	544448|Tenericutes	J	Belongs to the bacterial ribosomal protein bL33 family	rpmG	-	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
k141_72425_4	1048830.GUU_01987	1.64e-105	323.0	COG1979@1|root,COG1979@2|Bacteria,3WTK7@544448|Tenericutes	544448|Tenericutes	C	Iron-containing alcohol dehydrogenase	bdhA	-	-	ko:K00100	ko00650,ko01120,map00650,map01120	-	R03544,R03545	RC00087	ko00000,ko00001,ko01000	-	-	-	Fe-ADH
k141_72425_5	307480.IW16_18940	1.89e-18	93.6	COG1680@1|root,COG1680@2|Bacteria,4NHA7@976|Bacteroidetes,1HZWU@117743|Flavobacteriia,3ZUB5@59732|Chryseobacterium	976|Bacteroidetes	V	Beta-lactamase	-	-	3.4.16.4	ko:K01286	-	-	-	-	ko00000,ko01000	-	-	-	Beta-lactamase
k141_75115_1	272635.MYPU_7140	1.15e-172	525.0	COG1196@1|root,COG1196@2|Bacteria,3WSUR@544448|Tenericutes	544448|Tenericutes	D	Required for chromosome condensation and partitioning	smc	-	-	ko:K03529	-	-	-	-	ko00000,ko03036	-	-	-	SMC_N,SMC_hinge
k141_75115_2	272635.MYPU_7050	1.21e-125	386.0	COG0595@1|root,COG0595@2|Bacteria,3WT3K@544448|Tenericutes	544448|Tenericutes	O	hydrolase of the metallo-beta-lactamase	-	-	-	ko:K12574	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	Lactamase_B,RMMBL
k141_75115_3	1274524.BSONL12_10591	5.36e-114	370.0	COG1674@1|root,COG1674@2|Bacteria,1TPJR@1239|Firmicutes,4H9WA@91061|Bacilli,1ZANX@1386|Bacillus	91061|Bacilli	D	Belongs to the FtsK SpoIIIE SftA family	ftsK	GO:0000003,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0019954,GO:0030436,GO:0031323,GO:0031326,GO:0032502,GO:0043934,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	ko:K03466	-	-	-	-	ko00000,ko03036	3.A.12	-	-	FtsK_4TM,FtsK_SpoIIIE,Ftsk_gamma
k141_75115_4	267748.MMOB5450	1.15e-143	433.0	COG0322@1|root,COG0322@2|Bacteria,3WSWQ@544448|Tenericutes	544448|Tenericutes	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision	uvrC	-	-	ko:K03703	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	GIY-YIG,HHH_2,HHH_5,UVR,UvrC_HhH_N
k141_75115_5	1341151.ASZU01000003_gene2472	4.38e-22	94.0	COG0622@1|root,COG0622@2|Bacteria,1VA0U@1239|Firmicutes,4HM24@91061|Bacilli,27C32@186824|Thermoactinomycetaceae	91061|Bacilli	S	Calcineurin-like phosphoesterase superfamily domain	ysnB	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914	-	ko:K07095	-	-	-	-	ko00000	-	-	-	Metallophos_2
k141_75115_6	1188240.MYEA_1040	1.96e-15	80.5	2BMME@1|root,32G6I@2|Bacteria,3WTKD@544448|Tenericutes	544448|Tenericutes	S	Protein of unknown function (DUF3196)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3196
k141_75115_7	999415.HMPREF9943_01457	5.35e-79	259.0	COG0544@1|root,COG0544@2|Bacteria,1TQQ8@1239|Firmicutes,3VNR3@526524|Erysipelotrichia	526524|Erysipelotrichia	D	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase	tig	-	-	ko:K03545	-	-	-	-	ko00000	-	-	-	FKBP_C,Trigger_C,Trigger_N
k141_75115_8	289397.MBOVPG45_0545	7.17e-290	829.0	COG0653@1|root,COG0653@2|Bacteria,3WSXQ@544448|Tenericutes	544448|Tenericutes	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane	secA	-	-	ko:K03070	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.10,3.A.5.2,3.A.5.4	-	-	Helicase_C,SecA_DEAD,SecA_PP_bind,SecA_SW
k141_75115_9	272633.26454103	9.03e-45	157.0	COG0778@1|root,COG0778@2|Bacteria,3WT9A@544448|Tenericutes	544448|Tenericutes	C	Nitroreductase family	-	-	1.5.1.39	ko:K19286	ko00740,ko01100,map00740,map01100	-	R05705,R05706	RC00126	ko00000,ko00001,ko01000	-	-	-	Nitroreductase
k141_75115_10	267748.MMOB5720	1.81e-267	756.0	COG0556@1|root,COG0556@2|Bacteria,3WT0X@544448|Tenericutes	544448|Tenericutes	L	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage	uvrB	-	-	ko:K03702	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	Helicase_C,ResIII,UVR,UvrB
k141_75115_11	267748.MMOB1810	0.0	1235.0	COG0178@1|root,COG0178@2|Bacteria,3WSVH@544448|Tenericutes	544448|Tenericutes	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate	uvrA	-	-	ko:K03701	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	ABC_tran
k141_102603_1	747682.MALL_0776	9.4e-38	136.0	COG1354@1|root,COG1354@2|Bacteria,3WT8M@544448|Tenericutes	544448|Tenericutes	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves	scpA	-	-	ko:K05896	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpA
k141_102603_2	267748.MMOB4760	1.72e-57	186.0	COG1386@1|root,COG1386@2|Bacteria,3WT47@544448|Tenericutes	544448|Tenericutes	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	scpB	-	-	ko:K06024	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpB
k141_102603_3	1034808.GIG_01533	5.19e-79	244.0	COG1187@1|root,COG1187@2|Bacteria,3WT43@544448|Tenericutes	544448|Tenericutes	J	Belongs to the pseudouridine synthase RsuA family	rluB	-	5.4.99.19,5.4.99.21,5.4.99.22	ko:K06178,ko:K06182,ko:K06183	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
k141_102603_4	1276258.SAPIS_v1c04210	6.22e-14	82.4	COG1511@1|root,COG1511@2|Bacteria	2|Bacteria	Q	domain protein	-	-	-	ko:K01421,ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_3
k141_102603_5	420247.Msm_0093	1.76e-19	98.6	COG1511@1|root,arCOG06504@2157|Archaea,2Y2SC@28890|Euryarchaeota,23PAI@183925|Methanobacteria	183925|Methanobacteria	S	ABC-2 family transporter protein	-	-	-	ko:K01421	-	-	-	-	ko00000	-	-	-	ABC2_membrane_3
k141_102603_6	1117644.MCANPG14_03085	4.69e-162	465.0	COG0482@1|root,COG0482@2|Bacteria,3WSW0@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34	trmU	-	2.8.1.13	ko:K00566	ko04122,map04122	-	R08700	RC02313,RC02315	ko00000,ko00001,ko01000,ko03016	-	-	-	tRNA_Me_trans
k141_102603_7	1048830.GUU_04594	2.13e-49	170.0	COG1131@1|root,COG1131@2|Bacteria,3WSYJ@544448|Tenericutes	544448|Tenericutes	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
k141_102603_8	1235799.C818_01046	6.85e-11	68.9	COG0842@1|root,COG0842@2|Bacteria,1TPZY@1239|Firmicutes,2482T@186801|Clostridia,27JUH@186928|unclassified Lachnospiraceae	186801|Clostridia	U	ABC-2 type transporter	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane
k141_102603_9	2110.MAGa4400	6.07e-290	830.0	COG0013@1|root,COG0013@2|Bacteria,3WT0N@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain	alaS	-	6.1.1.7	ko:K01872	ko00970,map00970	M00359,M00360	R03038	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DHHA1,tRNA-synt_2c,tRNA_SAD
k141_102603_10	1541960.KQ78_00641	3.41e-36	128.0	COG0816@1|root,COG0816@2|Bacteria,3WTQ3@544448|Tenericutes	544448|Tenericutes	J	Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA	yrrK	-	-	ko:K07447	-	-	-	-	ko00000,ko01000	-	-	-	RuvX
k141_102603_12	747682.MALL_0274	0.000123	50.1	2B5SZ@1|root,31YNN@2|Bacteria,3WTRR@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k141_104036_1	1118964.MOS_035	3.01e-39	136.0	COG0220@1|root,COG0220@2|Bacteria,3WTRT@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA	trmB	-	2.1.1.33	ko:K03439	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Methyltransf_4
k141_104036_2	512564.MCRO_0036	1.47e-31	115.0	COG0802@1|root,COG0802@2|Bacteria,3WTKU@544448|Tenericutes	544448|Tenericutes	S	Threonylcarbamoyl adenosine biosynthesis protein TsaE	-	-	-	ko:K06925	-	-	-	-	ko00000,ko03016	-	-	-	Peptidase_M22,TsaE
k141_104036_4	267748.MMOB1310	3.96e-23	97.8	COG1214@1|root,COG1214@2|Bacteria,3WTGN@544448|Tenericutes	544448|Tenericutes	O	COG1214 Inactive homolog of metal-dependent proteases	yeaZ	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M22
k141_104036_5	512564.MCRO_0038	1.74e-105	317.0	COG0533@1|root,COG0533@2|Bacteria,3WSXH@544448|Tenericutes	544448|Tenericutes	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction	gcp	-	2.3.1.234	ko:K01409	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko03016	-	-	-	Peptidase_M22
k141_104036_6	698769.JFBD01000043_gene611	6.91e-59	189.0	COG0193@1|root,COG0193@2|Bacteria,1V3NB@1239|Firmicutes,4HH2Z@91061|Bacilli,4C552@84406|Virgibacillus	91061|Bacilli	J	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis	pth	GO:0003674,GO:0003824,GO:0004045,GO:0016787,GO:0016788,GO:0052689,GO:0140098,GO:0140101	3.1.1.29	ko:K01056	-	-	-	-	ko00000,ko01000,ko03012	-	-	-	Pept_tRNA_hydro
k141_104036_7	512564.MCRO_0775	2.41e-71	228.0	COG0037@1|root,COG0037@2|Bacteria,3WTGG@544448|Tenericutes	544448|Tenericutes	D	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS	-	2.4.2.8,6.3.4.19	ko:K04075,ko:K15780	ko00230,ko01100,ko01110,map00230,map01100,map01110	-	R01132,R01229,R02142,R09597	RC00063,RC00122,RC02633,RC02634	ko00000,ko00001,ko01000,ko03016	-	-	-	ATP_bind_3,TilS_C
k141_104036_8	267748.MMOB5400	3.2e-238	686.0	COG0465@1|root,COG0465@2|Bacteria,3WSUZ@544448|Tenericutes	544448|Tenericutes	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH	-	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,Peptidase_M41
k141_104036_9	272635.MYPU_1280	5.14e-46	159.0	COG0357@1|root,COG0357@2|Bacteria,3WTR7@544448|Tenericutes	544448|Tenericutes	J	Specifically methylates the N7 position of a guanine in 16S rRNA	gidB	-	2.1.1.170	ko:K03501	-	-	-	-	ko00000,ko01000,ko03009,ko03036	-	-	-	GidB
k141_117546_1	1188236.MARG_1470	1.2e-44	161.0	COG0178@1|root,COG0178@2|Bacteria,3WSVH@544448|Tenericutes	544448|Tenericutes	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate	uvrA	-	-	ko:K03701	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	ABC_tran
k141_117546_2	496833.MBIO_0502	4.76e-56	191.0	COG1493@1|root,COG1493@2|Bacteria,3WT16@544448|Tenericutes	544448|Tenericutes	F	Catalyzes the ATP- as well as the pyrophosphate- dependent phosphorylation of a specific serine residue in HPr, a phosphocarrier protein of the phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS). HprK P also catalyzes the pyrophosphate-producing, inorganic phosphate-dependent dephosphorylation (phosphorolysis) of seryl-phosphorylated HPr (P- Ser-HPr)	hprK	-	-	ko:K06023	-	-	-	-	ko00000,ko01000	-	-	-	Hpr_kinase_C,Hpr_kinase_N
k141_117546_3	2113.MCFN_01025	1.07e-71	231.0	COG0682@1|root,COG0682@2|Bacteria,3WT1K@544448|Tenericutes	544448|Tenericutes	M	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	lgt	-	-	ko:K13292	-	-	-	-	ko00000,ko01000	-	-	-	HAD_2,LGT
k141_117546_4	267748.MMOB1840	9.92e-87	269.0	COG0492@1|root,COG0492@2|Bacteria,3WT71@544448|Tenericutes	544448|Tenericutes	C	Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family	trxB	-	1.8.1.9	ko:K00384	ko00450,map00450	-	R02016,R03596,R09372	RC00013,RC02518,RC02873	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2
k141_117546_5	1232449.BAHV02000001_gene297	6.64e-81	254.0	COG0391@1|root,COG0391@2|Bacteria,1TPNV@1239|Firmicutes,248G0@186801|Clostridia,26805@186813|unclassified Clostridiales	186801|Clostridia	S	Required for morphogenesis under gluconeogenic growth conditions	-	-	-	-	-	-	-	-	-	-	-	-	UPF0052
k141_117546_6	496833.MBIO_0058	4.83e-53	181.0	COG1481@1|root,COG1481@2|Bacteria,3WTPB@544448|Tenericutes	544448|Tenericutes	K	May be required for sporulation	whiA	-	-	ko:K09762	-	-	-	-	ko00000	-	-	-	HTH_WhiA,LAGLIDADG_WhiA,WhiA_N
k141_117546_8	267748.MMOB2660	1.02e-58	200.0	COG0530@1|root,COG0530@2|Bacteria	2|Bacteria	P	calcium, potassium:sodium antiporter activity	yrbG	-	-	ko:K07301	-	-	-	-	ko00000,ko02000	2.A.19.5	-	-	Na_Ca_ex
k141_117546_9	1037410.MCSF7_02326	8.86e-09	54.3	29ZVB@1|root,30MWH@2|Bacteria,3WTVT@544448|Tenericutes	544448|Tenericutes	U	Preprotein translocase SecG subunit	secG	-	-	ko:K03075	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	SecG
k141_117546_10	267748.MMOB2650	5.01e-179	534.0	COG0557@1|root,COG0557@2|Bacteria,3WSUU@544448|Tenericutes	544448|Tenericutes	J	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs	rnr	-	-	ko:K12573	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03016,ko03019	-	-	-	OB_RNB,RNB,S1
k141_117546_11	1071400.LBUCD034_1439	2.63e-39	137.0	COG0691@1|root,COG0691@2|Bacteria,1V3IJ@1239|Firmicutes,4HGZX@91061|Bacilli,3F65B@33958|Lactobacillaceae	91061|Bacilli	J	the 2 termini fold to resemble tRNA(Ala) and it encodes a tag peptide , a short internal open reading frame. During trans-translation Ala- aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on the tmRNA	smpB	GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0070930,GO:0071704,GO:1901564	-	ko:K03664	-	-	-	-	ko00000	-	-	-	SmpB
k141_117546_12	1276246.SCULI_v1c00930	8.44e-12	77.0	COG2200@1|root,COG2200@2|Bacteria,3WU5T@544448|Tenericutes	544448|Tenericutes	T	EAL domain	-	-	-	-	-	-	-	-	-	-	-	-	EAL
